NEIGHBORHOOD_UP,NEIGHBORHOOD_DOWN,NEIGHBORHOOD_RIGHT,NEIGHBORHOOD_LEFT,NEIGHBORHOOD_DIST_UP,NEIGHBORHOOD_DIST_DOWN,NEIGHBORHOOD_DIST_RIGHT,NEIGHBORHOOD_DIST_LEFT,COMMAND_CENTER_X,COMMAND_CENTER_Y,AGENT_1_X,AGENT_1_Y,AGENT_2_X,AGENT_2_Y,CAN_FIRE,HEALTH,LIFE_X,LIFE_Y,EXIT_X,EXIT_Y,action
-2.4023788111144757,-0.6546636142192829,0.029184369877804223,0.7543310250807665,-0.6050546338965698,-0.46177905875779013,-0.9076680051796344,-1.013710687257263,0.0,0.0,-0.7793524314945809,-0.8655712166313234,-1.2855260847535672,-1.2312513610763576,0.4158297843278279,0.0,-0.2795761257829718,-0.27599567074538967,0.345802904072835,-0.26544241091869536,1
-2.4023788111144757,-0.6546636142192829,0.029184369877804223,0.7543310250807665,-0.6050546338965698,-0.3884492069830708,-0.9076680051796344,-1.013710687257263,0.0,0.0,-0.7793524314945809,-0.8655712166313234,-1.2855260847535672,-1.2312513610763576,0.4158297843278279,0.0,-0.2795761257829718,-0.27599567074538967,0.345802904072835,-0.26544241091869536,1
-2.4023788111144757,-0.6546636142192829,0.029184369877804223,0.7543310250807665,-0.6050546338965698,-0.29678675477099326,-0.9076680051796344,-1.013710687257263,0.0,0.0,-0.7793524314945809,-0.8655712166313234,-1.2855260847535672,-1.2312513610763576,0.4158297843278279,0.0,-0.2795761257829718,-0.27599567074538967,0.345802904072835,-0.26544241091869536,1
-2.4023788111144757,-0.6546636142192829,0.029184369877804223,0.7543310250807665,-0.6050546338965698,-0.2601217738861622,-0.9076680051796344,-1.013710687257263,0.0,0.0,-0.7793524314945809,-0.8655712166313234,-1.2855260847535672,-1.2312513610763576,0.4158297843278279,0.0,-0.2795761257829718,-0.27599567074538967,0.345802904072835,-0.26544241091869536,1
-2.4023788111144757,-0.6546636142192829,0.029184369877804223,0.7543310250807665,-0.6050546338965698,-0.16845950499898915,-0.9076680051796344,-1.013710687257263,0.0,0.0,-0.7793524314945809,-0.8655712166313234,-1.2855260847535672,-1.2312513610763576,0.4158297843278279,0.0,-0.2795761257829718,-0.27599567074538967,0.345802904072835,-0.26544241091869536,1
-2.4023788111144757,-0.6546636142192829,0.029184369877804223,0.7543310250807665,-0.6050546338965698,-0.07679705278691164,-0.9076680051796344,-1.013710687257263,0.0,0.0,-0.7793524314945809,-0.8655712166313234,-1.2855260847535672,-1.2312513610763576,0.4158297843278279,0.0,-0.2795761257829718,-0.27599567074538967,0.345802904072835,-0.26544241091869536,1
-2.4023788111144757,-0.6546636142192829,0.029184369877804223,0.7543310250807665,-0.6050546338965698,0.014865216100261432,-0.9076680051796344,-1.013710687257263,0.0,0.0,-0.7793524314945809,-0.8655712166313234,-1.2855260847535672,-1.2312513610763576,0.4158297843278279,0.0,-0.2795761257829718,-0.27599567074538967,0.345802904072835,-0.26544241091869536,1
-2.4023788111144757,-0.6546636142192829,0.029184369877804223,0.7543310250807665,-0.6050546338965698,0.10652766831233895,-0.9076680051796344,-1.013710687257263,0.0,0.0,-0.7793524314945809,-0.8655712166313234,-1.2855260847535672,-1.2312513610763576,0.4158297843278279,0.0,-0.2795761257829718,-0.27599567074538967,0.345802904072835,-0.26544241091869536,1
-2.4023788111144757,-0.6546636142192829,0.029184369877804223,0.7543310250807665,-0.6050546338965698,0.1981899371995121,0.37599829270242763,-1.013710687257263,0.0,0.0,-0.7793524314945809,-0.8655712166313234,-1.2855260847535672,-1.2312513610763576,0.4158297843278279,0.0,-0.2795761257829718,-0.27599567074538967,0.345802904072835,-0.26544241091869536,1
0.07317354079160798,-0.6546636142192829,0.029184369877804223,-0.4652609219808192,3.1895812580785368,0.28985238941158964,-0.9076680051796344,-1.013861180870129,0.0,0.0,-0.7793524314945809,-0.8655712166313234,-1.2855260847535672,-1.2312513610763576,0.4158297843278279,0.0,-0.2795761257829718,-0.27599567074538967,0.345802904072835,-0.26544241091869536,1
0.07317354079160798,-0.6546636142192829,0.029184369877804223,-0.4652609219808192,3.093793692826302,0.3815146582987627,-0.9076680051796344,-1.013861180870129,0.0,0.0,-0.7793524314945809,-0.8655712166313234,-1.2855260847535672,-1.2312513610763576,0.4158297843278279,0.0,-0.2795761257829718,-0.27599567074538967,0.345802904072835,-0.26544241091869536,1
